,dimensions, bond type, name, void fraction [widom], supercell volume [A^3], density [kg/m^3], heat desorption high P [kJ/mol], heat desorption error high P [kJ/mol], absolute methane uptake high P [molec/unit cell], absolute methane uptake error high P [molec/unit cell], absolute methane uptake high P [mol/kg], absolute methane uptake error high P [mol/kg], excess methane uptake high P [molec/unit cell], excess methane uptake error high P [molec/unit cell], excess methane uptake high P [mol/kg], excess methane uptake error high P [mol/kg], heat desorption low P [kJ/mol], heat desorption error low P [kJ/mol], absolute methane uptake low P [molec/unit cell], absolute methane uptake error low P [molec/unit cell], absolute methane uptake low P [mol/kg], absolute methane uptake error low P [mol/kg], excess methane uptake low P [molec/unit cell], excess methane uptake error low P [molec/unit cell], excess methane uptake low P [mol/kg], excess methane uptake error low P [mol/kg], surface area [m^2/g], deliverable capacity [v STP/v], linkerA, linkerB, net, cell_a [A], cell_b [A], cell_c [A], alpha [deg], beta [deg], gamma [deg], chemical formula, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A], absolute methane uptake high P [v STP/v], absolute methane uptake low P [v STP/v]
1668,3, amide, linker102_NH_linker82_CO_lvt_relaxed_interp_2,0.845765,61774.154543058095,299.650915499156,11.53369,0.357721,301.4552,1.4751387189,27.0426575839,0.1323303471,207.1500510209,1.4751387189,18.5828205924,0.1323303471,10.15062,0.160123,37.1472,1.6579637632,3.3323658368,0.1487310431,29.6905400504,1.6579637632,2.663450848,0.1487310431,6406.05,158.971376454, linker102_NH, linker82_CO, lvt,39.5308,39.5308,39.5308,90.0,90.0,90.0, C656H448N128O64,656,0,448,128,64,0,0,1,1,5,14.8501,12.49448,14.82079,181.31402788862303,22.342651434834075
2407,3, amide, linker102_NH_linker82_CO_qtz_relaxed,0.84101,44481.315904556635,312.108830189487,11.91943,0.547401,222.3748,2.5659369906,26.5981172733,0.3069101939,154.8508759464,2.5659369907,18.5216209674,0.3069101939,10.13463,0.463326,26.572,1.1525457041,3.1782610808,0.1378553046,21.2329178228,1.1525457041,2.5396566441,0.1378553046,6628.37,163.552319525, linker102_NH, linker82_CO, qtz,38.9388,38.9388,33.8752,90.0,90.0,120.0, C492H336N96O48,492,0,336,96,48,0,0,1,1,4,12.33397,9.37269,12.14096,185.74767237252155,22.19535284715022
1495,3, amide, linker102_NH_linker83_CO_lvt_relaxed,0.920674,61640.64135187716,165.680692426408,8.49034,0.460492,207.9246,2.5048377512,33.8077161628,0.4072766942,105.4887645432,2.5048377512,17.1520551683,0.4072766942,8.36912,0.733389,22.0634,0.3081521702,3.5874214248,0.050104322,13.9638508245,0.3081521702,2.2704668193,0.050104322,6398.89,112.030693518, linker102_NH, linker83_CO, lvt,39.5023,39.5023,39.5023,90.0,90.0,90.0, C376H224N64O32,376,0,224,64,32,0,0,1,1,5,25.06922,21.86978,25.06922,125.32974680854764,13.29905329010269
1669,3, amide, linker102_NH_linker83_CO_lvt_relaxed_interp_2,0.839307,61640.64135187716,331.361384852821,12.73085,0.648078,329.1328,4.8693091748,26.757844628,0.3958651898,235.750002452,4.8693091748,19.1660081786,0.3958651898,10.73372,0.443166,42.9088,1.2704817354,3.4884004377,0.1032876483,35.5250699068,1.2704817354,2.8881178083,0.1032876483,6199.71,172.525913002, linker102_NH, linker83_CO, lvt,39.5023,39.5023,39.5023,90.0,90.0,90.0, C752H448N128O64,752,0,448,128,64,0,0,1,1,5,13.7838,9.96785,13.66528,198.3898513712558,25.863938369480493
961,3, amide, linker102_NH_linker84_CO_dia_relaxed,0.899835,44741.591432627945,207.448865241911,9.39134,0.293951,171.4952,0.7891356284,30.6816341031,0.1411816226,98.8255287597,0.7891356284,17.6805456564,0.1411816226,8.86839,0.448586,18.6392,0.7505884625,3.3346770894,0.1342852778,12.8932462217,0.7505884625,2.3066876681,0.1342852778,6804.37,126.93649414, linker102_NH, linker84_CO, dia,31.5211,31.5211,45.0307,90.0,90.0,90.0, C312H208N80O32,312,0,208,80,32,0,0,1,1,3,18.12597,15.39488,18.12597,142.41507987861004,15.478585738309429
1207,3, amide, linker102_NH_linker84_CO_dia_relaxed_interp_2,0.792744,44741.591432627945,414.897730483827,14.61855,0.508162,257.2834,2.2846404006,23.0148573826,0.2043686961,193.262278508,2.2846404006,17.2879547507,0.2043686961,12.27724,0.560389,44.5186,1.2134299156,3.9823371033,0.108545349,39.4564826318,1.2134299156,3.529513838,0.108545349,5897.65,176.68667104, linker102_NH, linker84_CO, dia,31.5211,31.5211,45.0307,90.0,90.0,90.0, C624H416N160O64,624,0,416,160,64,0,0,1,1,3,11.64387,8.2759,11.57298,213.656335351882,36.969664312157725
3681,3, amide, linker102_NH_linker84_CO_rhr_relaxed,0.934456,206997.72200043936,134.517311815582,7.61585,0.533453,627.5282,6.6434051991,37.4229922505,0.3961831537,278.3852240673,6.6434051991,16.601657237,0.3961831537,7.64736,0.416498,62.0318,1.3990130235,3.6993007975,0.0834309176,34.4252432688,1.3990130235,2.0529684755,0.0834309176,6586.81,101.5031955, linker102_NH, linker84_CO, rhr,59.1546,59.1546,59.1546,90.0,90.0,90.0, C936H624N240O96,936,0,624,240,96,0,0,1,1,13,45.50797,22.2729,45.50797,112.63752972912144,11.134334228706733
962,3, amide, linker102_NH_linker86_CO_dia_relaxed,0.881747,45132.60228001285,270.440331117495,9.75559,0.523378,181.2274,2.1093083606,24.6553421859,0.2869638885,109.3961784451,2.1093083606,14.8829603768,0.2869638885,9.00772,0.369476,19.8194,0.4627458914,2.6963587676,0.0629549301,14.13974201,0.4627458914,1.9236615306,0.0629549301,5791.32,132.877092776, linker102_NH, linker86_CO, dia,31.6198,31.6198,45.1411,90.0,90.0,90.0, C344F48H160N80O32S16,344,48,160,80,32,16,0,1,1,3,16.53632,13.88939,16.41728,149.19316293726015,16.316070161131787
2408,3, amide, linker102_NH_linker86_CO_qtz_relaxed,0.817854,44717.54511818757,409.425736784353,12.75089,0.325893,229.9622,2.210287004,20.8570254123,0.2004677821,163.9487208501,2.210287004,14.8697596261,0.2004677821,10.78675,0.468284,32.6034,1.3621410206,2.9570509515,0.1235429557,27.3837479297,1.3621410206,2.4836409047,0.1235429557,5625.24,163.981169111, linker102_NH, linker86_CO, qtz,39.0188,39.0188,33.9156,90.0,90.0,120.0, C516F72H240N120O48S24,516,72,240,120,48,24,0,1,1,4,12.26726,7.54469,12.26726,191.07063078636892,27.089461675457187
3682,3, amide, linker102_NH_linker86_CO_rhr_relaxed,0.924104,207801.84271857623,176.211275296501,8.17526,0.253877,674.4052,5.8883759934,30.5834750115,0.2670308593,327.7887812304,5.8883759934,14.8648320028,0.2670308593,8.79438,0.544823,76.835,1.9257351843,3.4843760139,0.0873298039,49.4282168529,1.9257351843,2.2415109418,0.0873298039,5462.89,106.845189501, linker102_NH, linker86_CO, rhr,59.2311,59.2311,59.2311,90.0,90.0,90.0, C1032F144H480N240O96S48,1032,144,480,240,96,48,0,1,1,13,45.70173,22.9399,45.70173,120.58324092217111,13.738051421218495
897,3, amide, linker102_NH_linker87_CO_dia_relaxed,0.81478,71429.03012637892,370.864814343862,13.74007,0.30948,416.3202,2.5727505592,26.0967308866,0.1612710096,311.2706975909,2.5727505592,19.5117787412,0.1612710096,12.45933,0.098048,76.068,1.7791161851,4.7682676101,0.1115226124,67.7617895139,1.7791161851,4.2475988082,0.1115226124,6561.17,176.987104833, linker102_NH, linker87_CO, dia,45.8315,45.8315,34.0053,90.0,90.0,90.0, C1032H672N96O96,1032,0,672,96,96,0,0,1,1,3,11.03124,10.87785,11.02514,216.55497563713465,39.56787080433716
1449,3, amide, linker102_NH_linker87_CO_lvt_relaxed,0.930418,62205.04695389063,141.952651185024,8.08694,0.407537,198.9234,2.7121836516,37.4081087358,0.5100338168,94.4555607114,2.7121836516,17.7626356969,0.5100338168,7.78215,0.638919,19.7218,0.6167831386,3.7087403436,0.115987816,11.4615813197,0.6167831386,2.1553828272,0.115987816,6881.44,107.036450092, linker102_NH, linker87_CO, lvt,39.6225,39.6225,39.6225,90.0,90.0,90.0, C344H224N32O32,344,0,224,32,32,0,0,1,1,5,25.26472,23.64404,25.26472,118.81620798172752,11.779757889595896
1605,3, amide, linker102_NH_linker87_CO_lvt_relaxed_interp_2,0.856772,62205.04695389063,283.905302370052,11.07229,0.296309,293.4798,2.3628191298,27.5948537733,0.2221674145,197.2809736628,2.3628191298,18.5496229058,0.2221674145,10.51195,0.421924,38.9754,0.8280218355,3.6647171756,0.0778559256,31.3690079491,0.8280218355,2.9495153921,0.0778559256,5992.1,152.014532844, linker102_NH, linker87_CO, lvt,39.6225,39.6225,39.6225,90.0,90.0,90.0, C688H448N64O64,688,0,448,64,64,0,0,1,1,5,15.94891,14.0047,15.94891,175.29439450201596,23.27986165810063
1606,3, amide, linker102_NH_linker87_CO_lvt_relaxed_interp_3,0.776168,62205.04695389063,425.857953555081,15.41394,0.396975,365.8016,3.0786369971,22.9300089524,0.1929821354,278.6530346402,3.0786369971,17.46716411,0.1929821354,12.50879,0.57015,68.1956,1.437580523,4.274791905,0.0901136962,61.3048074609,1.437580523,3.8428475543,0.0901136962,5266.54,177.758958436, linker102_NH, linker87_CO, lvt,39.6225,39.6225,39.6225,90.0,90.0,90.0, C1032H672N96O96,1032,0,672,96,96,0,0,1,1,5,11.08855,10.62839,11.08359,218.4919370251899,40.732978588972266
3637,3, amide, linker102_NH_linker87_CO_rhr_relaxed,0.937008,209623.75123560868,126.371720000409,7.93212,0.381761,637.0084,2.6550988231,39.930411225,0.166432951,282.4704953954,2.655098823,17.7064588788,0.166432951,7.62253,0.301744,62.9778,1.3303289217,3.9477178826,0.0833907071,34.944669015,1.3303289217,2.1904813247,0.0833907071,6783.59,101.744277469, linker102_NH, linker87_CO, rhr,59.4037,59.4037,59.4037,90.0,90.0,90.0, C1032H672N96O96,1032,0,672,96,96,0,0,1,1,13,45.71748,23.24765,45.71748,112.90680218039576,11.162524711382536
3755,3, amide, linker102_NH_linker87_CO_sod_relaxed,0.903833,70815.09554967785,187.040021558664,8.93025,0.240863,257.5128,3.8301225881,32.2840075569,0.4801769333,141.9832915124,3.8301225881,17.8002400507,0.4801769333,8.2474,0.249885,26.6384,1.3666289035,3.3396177079,0.1713322905,17.5035407875,1.3666289035,2.1943936109,0.1713322905,6933.19,121.133808189, linker102_NH, linker87_CO, sod,41.3703,41.3727,41.3736,89.9988,90.0001,90.0012, C516H336N48O48,516,0,336,48,48,0,0,1,1,7,31.04435,14.30303,31.04435,135.11028559870067,13.976477409428975
898,3, amide, linker102_NH_linker88_CO_dia_relaxed,0.895795,45791.753593983536,211.39909521181,9.28512,0.276299,175.412,1.5850123028,30.0897035865,0.2718887555,101.370570412,1.5850123028,17.3888355192,0.2718887555,8.40149,0.698966,17.8678,0.5723948288,3.0649944459,0.0981870723,12.01338199,0.5723948288,2.0607432966,0.0981870723,6545.98,127.829349973, linker102_NH, linker88_CO, dia,31.7882,31.7882,45.3164,90.0,90.0,90.0, C344H224N32O64,344,0,224,32,64,0,0,1,1,3,16.79344,15.81815,16.78701,142.32705448663555,14.497704513731524
1167,3, amide, linker102_NH_linker88_CO_dia_relaxed_interp_2,0.779263,45791.753593983536,422.798190423625,14.24479,0.254586,249.5894,0.7191045543,21.4069478267,0.0616766324,185.1798570298,0.7191045543,15.8826277798,0.0616766324,11.99299,0.714881,40.8948,1.8308233776,3.507492105,0.1570272637,35.8019703439,1.8308233776,3.0706869412,0.1570272637,5184.3,169.332130671, linker102_NH, linker88_CO, dia,31.7882,31.7882,45.3164,90.0,90.0,90.0, C688H448N64O128,688,0,448,64,128,0,0,1,1,3,11.29433,9.39933,11.29433,202.5136486283168,33.1815179571101
1450,3, amide, linker102_NH_linker88_CO_lvt_relaxed,0.922866,62253.57078907957,155.498474308053,8.27123,0.622858,201.7112,1.4874807696,34.6009977543,0.2551584581,98.010473367,1.4874807696,16.8124534923,0.2551584581,8.10997,0.506744,20.8968,0.4764928541,3.5845809745,0.081736305,12.6972365254,0.4764928541,2.1780498678,0.081736305,6401.15,107.915588619, linker102_NH, linker88_CO, lvt,39.6328,39.6328,39.6328,90.0,90.0,90.0, C344H224N32O64,344,0,224,32,64,0,0,1,1,5,25.50149,23.60984,25.50149,120.38744081837444,12.471852198905472
1607,3, amide, linker102_NH_linker88_CO_lvt_relaxed_interp_2,0.834063,62253.57078907957,310.996948616111,11.10734,0.287546,289.3094,2.0371158435,24.8136789125,0.1747206916,195.5873004127,2.0371158435,16.7752602294,0.1747206916,11.6034,0.487289,43.5086,0.8788525246,3.7316742226,0.0753780014,36.0980414679,0.8788525246,3.0960805641,0.0753780014,5121.58,146.701468551, linker102_NH, linker88_CO, lvt,39.6328,39.6328,39.6328,90.0,90.0,90.0, C688H448N64O128,688,0,448,64,128,0,0,1,1,5,16.72344,14.87502,16.24365,172.66873763451227,25.967269083787535
1608,3, amide, linker102_NH_linker88_CO_lvt_relaxed_interp_3,0.746421,62253.57078907957,466.495422924167,15.74762,0.708779,365.8608,1.5259815988,20.9195931596,0.0872542623,281.9868680596,1.5259815989,16.1237567844,0.0872542623,13.2765,0.144115,75.1348,1.9084252776,4.2961406309,0.1091220496,68.5029310523,1.9084252776,3.9169362989,0.1091220496,4691.04,173.514208033, linker102_NH, linker88_CO, lvt,39.6328,39.6328,39.6328,90.0,90.0,90.0, C1032H672N96O192,1032,0,672,96,192,0,0,1,1,5,11.52751,11.09585,11.52751,218.3569648478892,44.84275681492063
2376,3, amide, linker102_NH_linker88_CO_qtz_relaxed,0.767319,32605.890198486184,445.333736588784,15.08176,0.193823,184.3718,2.2016420781,21.084429084,0.2517758478,139.2121153944,2.2016420781,15.9200483732,0.2517758478,12.68147,0.474032,35.2382,1.183986081,4.0297774874,0.1353985293,31.6674468101,1.183986081,3.621432543,0.1353985293,5591.43,169.939711369, linker102_NH, linker88_CO, qtz,33.2281,33.2282,34.0999,90.0,90.0,120.0, C516H336N48O96,516,0,336,48,96,0,0,1,1,4,8.89672,7.13588,8.89672,210.0941067383256,40.15439536904452
3638,3, amide, linker102_NH_linker88_CO_rhr_relaxed,0.931966,210540.80879219883,137.935282002523,7.9943,0.148358,647.958,5.5934720523,37.0496586256,0.3198297267,293.7851697739,5.5934720523,16.7983731189,0.3198297267,7.71876,0.860809,66.6306,1.2692149385,3.8098780847,0.0725725744,38.6263352596,1.2692149385,2.208619286,0.0725725744,6410.17,102.588798323, linker102_NH, linker88_CO, rhr,59.4902,59.4902,59.4902,90.0,90.0,90.0, C1032H672N96O192,1032,0,672,96,192,0,0,1,1,13,45.96739,23.22512,45.96686,114.34732404416476,11.75852572144712
3756,3, amide, linker102_NH_linker88_CO_sod_relaxed,0.895437,71261.40355212067,203.763919781276,9.12039,0.569875,261.2298,4.5139336991,29.8737724138,0.5162053794,146.0521286059,4.5139336991,16.7022600428,0.5162053794,8.39019,0.436372,25.6404,0.6062720182,2.9321902562,0.069332183,16.5333603667,0.6062720182,1.8907255023,0.069332183,6550.09,122.833495441, linker102_NH, linker88_CO, sod,41.4571,41.4594,41.4603,89.9988,90.0001,90.0012, C516H336N48O96,516,0,336,48,96,0,0,1,1,7,31.04717,14.42547,31.04717,136.2020933341128,13.36859789304152
899,3, amide, linker102_NH_linker89_CO_dia_relaxed,0.941632,95757.73306148771,120.551209474287,7.78722,0.321641,289.5018,2.8168900298,41.6442311864,0.405203766,126.746945398,2.8168900298,18.232284208,0.405203766,7.34855,0.574316,28.8282,0.5619073233,4.1468765496,0.0808291986,15.9592567975,0.5619073233,2.2957058631,0.0808291986,7406.45,101.14365184, linker102_NH, linker89_CO, dia,41.6517,41.6517,55.1961,90.0,90.0,90.0, C472H320N32O32,472,0,320,32,32,0,0,1,1,3,25.44826,23.38808,25.43283,112.32924725126192,11.18559541117432
